Subject,Group,Item,Vot Score,Block,Category,Cond_race,Cond_acce,Extra,Word Duration
74,CBC,baby,0.0145892399165,1,3,,,,
74,CBC,back,0.0164805077924,1,1,,,,
74,CBC,backpack,0.00298786880497,1,1,,,,
74,CBC,bag,0.00940318737236,1,1,,,,
74,CBC,ball,0.0156141964484,1,3,,,,
74,CBC,banana,0.00852477260525,1,3,,,,
74,CBC,basket,0.0111763059518,1,3,,,,
74,CBC,bear,0.00822482706038,1,3,,,,
74,CBC,beer,0.174591865466,1,1,,,,
74,CBC,bird,0.00999723295604,1,3,,,,
74,CBC,bone,0.0100734961481,1,1,,,,
74,CBC,bottle,0.0120155267347,1,1,,,,
74,CBC,bowl,-0.0197605189439,1,3,,,,
74,CBC,box,-0.0480963276466,1,3,,,,
74,CBC,boy,0.0053296776701,1,3,,,,
74,CBC,bubble,0.00766402174575,1,1,,,,
74,CBC,bus,0.0130707924125,1,1,,,,
74,CBC,cake,0.0511763276673,1,2,,,,
74,CBC,camera,0.0578138845976,1,4,,,,
74,CBC,can,0.0536019373989,1,2,,,,
74,CBC,candy,0.0567037268514,1,2,,,,
74,CBC,carpet,0.0345834253436,1,2,,,,
74,CBC,carrot,0.0635361493124,1,4,,,,
74,CBC,coffee,0.0487333579795,1,2,,,,
74,CBC,computer,0.0323609723942,1,2,,,,
74,CBC,deer,0.0123199442204,1,3,,,,
74,CBC,dinosaur,0.014349145596,1,1,,,,
74,CBC,dog,0.0118045423636,1,1,,,,
74,CBC,door,-0.128156445229,1,3,,,,
74,CBC,duck,0.00966874789925,1,3,,,,
74,CBC,garden,0.0700552014562,1,3,,,,
74,CBC,ghost,0.0129807256968,1,1,,,,
74,CBC,girl,0.0212823212753,1,3,,,,
74,CBC,gum,0.0123428880561,1,1,,,,
74,CBC,paint,0.0318187713018,1,4,,,,
74,CBC,pants,0.0579096839622,1,2,,,,
74,CBC,peach,0.0406639628524,1,2,,,,
74,CBC,peanut,0.0369365170167,1,4,,,,
74,CBC,pear,0.0428164644421,1,4,,,,
74,CBC,pen,0.0324413263522,1,2,,,,
74,CBC,pencil,0.0351826658686,1,4,,,,
74,CBC,pepper,0.0196819504228,1,4,,,,
74,CBC,piano,0.0392531759628,1,2,,,,
74,CBC,pineapple,0.0196580056232,1,2,,,,
74,CBC,tail,0.0420633796958,1,4,,,,
74,CBC,tofu,0.0267689279254,1,2,,,,
74,CBC,tomato,0.0539868721238,1,4,,,,
74,CBC,tongue,0.0533361203404,1,4,,,,
74,CBC,tooth,0.043902823378,1,4,,,,
74,CBC,turkey,0.0425655994123,1,4,,,,
74,CBC,turtle,0.036552155228,1,4,,,,
74,CBC,baby,0.0110188294163,2,3,,,,
74,CBC,back,0.00658501524507,2,1,,,,
74,CBC,bag,0.0103513508334,2,1,,,,
74,CBC,ball,0.0135236030263,2,3,,,,
74,CBC,banana,0.00619215174736,2,3,,,,
74,CBC,basket,0.00633970973019,2,3,,,,
74,CBC,battery,0.0103253906122,2,1,,,,
74,CBC,bear,0.0180393767193,2,3,,,,
74,CBC,beer,0.00702448469237,2,1,,,,
74,CBC,bird,0.00509524269347,2,3,,,,
74,CBC,bone,-0.0826723417823,2,1,,,,
74,CBC,bottle,0.00483437968792,2,1,,,,
74,CBC,bowl,0.0164008968847,2,3,,,,
74,CBC,box,0.00894999726154,2,3,,,,
74,CBC,boy,0.0201799107813,2,3,,,,
74,CBC,bubble,0.00405212309542,2,1,,,,
74,CBC,bus,0.0104192168244,2,1,,,,
74,CBC,cake,0.0515806929698,2,2,,,,
74,CBC,camera,0.0556708603195,2,4,,,,
74,CBC,can,0.0714374216165,2,2,,,,
74,CBC,candy,0.0540730535256,2,2,,,,
74,CBC,carpet,0.061752052885,2,2,,,,
74,CBC,carrot,0.054336235583,2,4,,,,
74,CBC,coffee,0.0572831638469,2,2,,,,
74,CBC,computer,0.0384935332515,2,2,,,,
74,CBC,cup,0.044121507038,2,2,,,,
74,CBC,deer,0.0176664898521,2,3,,,,
74,CBC,desk,0.0114426379888,2,3,,,,
74,CBC,dinosaur,0.0142943216899,2,1,,,,
74,CBC,dog,0.0134098661271,2,1,,,,
74,CBC,door,0.00881950673197,2,3,,,,
74,CBC,duck,0.0122276940117,2,3,,,,
74,CBC,garden,0.0118670688455,2,3,,,,
74,CBC,girl,0.0184531764687,2,3,,,,
74,CBC,gum,0.0118753311324,2,1,,,,
74,CBC,paint,0.0453777959431,2,4,,,,
74,CBC,panda,0.0317546205911,2,4,,,,
74,CBC,pants,0.0449129494255,2,2,,,,
74,CBC,peach,0.0324127370243,2,2,,,,
74,CBC,peanut,0.0403038987547,2,4,,,,
74,CBC,pear,0.0573205738939,2,4,,,,
74,CBC,pen,0.0399701822457,2,2,,,,
74,CBC,pencil,0.0393536728107,2,4,,,,
74,CBC,pepper,0.0244291404643,2,4,,,,
74,CBC,piano,0.0576770985128,2,2,,,,
74,CBC,pineapple,0.0392407454444,2,2,,,,
74,CBC,tail,0.0425285251031,2,4,,,,
74,CBC,tofu,0.0382798401607,2,2,,,,
74,CBC,tomato,0.0505807416516,2,4,,,,
74,CBC,tooth,0.0480955127006,2,4,,,,
74,CBC,turtle,0.0423183652815,2,4,,,,
