Subject,Group,Item,Vot Score,Block,Category,Cond_race,Cond_acce,Extra,Word Duration,
52,CBC,baby,0.0102304081873,1
52,CBC,back,0.00544396721112,1
52,CBC,backpack,0.010041900666,1
52,CBC,ball,0.00994767690652,1
52,CBC,banana,0.00934036267503,1
52,CBC,basket,0.00523470886184,1
52,CBC,battery,0.00863074436167,1
52,CBC,bean,0.0103336923083,1
52,CBC,bear,0.00728358561082,1
52,CBC,beer,0.00536997425885,1
52,CBC,bird,0.0125780018549,1
52,CBC,bone,0.00695900266015,1
52,CBC,bowl,0.00773243351959,1
52,CBC,box,0.00936819378548,1
52,CBC,boy,0.00922581810477,1
52,CBC,bubble,0.00628555078982,1
52,CBC,cake,0.0850058716848,1
52,CBC,camera,0.0880405527668,1
52,CBC,can,0.0954586087429,1
52,CBC,candy,0.0643584978666,1
52,CBC,carpet,0.0597105424159,1
52,CBC,carrot,0.103645315388,1
52,CBC,deer,0.0156498244189,1
52,CBC,dog,0.010543917921,1
52,CBC,door,0.0157015764838,1
52,CBC,duck,0.00889479989734,1
52,CBC,garden,0.0169956781177,1
52,CBC,ghost,0.017059427527,1
52,CBC,girl,0.0224855971622,1
52,CBC,paint,0.0764222492032,1
52,CBC,panda,0.0325931404473,1
52,CBC,pants,0.0591112985064,1
52,CBC,peach,0.0421710325996,1
52,CBC,peanut,0.103484428968,1
52,CBC,pear,0.0593538681848,1
52,CBC,pen,0.100825622884,1
52,CBC,pencil,0.121339601379,1
52,CBC,pepper,0.0412144444323,1
52,CBC,piano,0.0874737101501,1
52,CBC,pineapple,0.0950167911146,1
52,CBC,tail,0.069094316823,1
52,CBC,tofu,0.0249685462305,1
52,CBC,tomato,0.0555155200369,1
52,CBC,tongue,0.0828861071074,1
52,CBC,tooth,0.0797040151438,1
52,CBC,turkey,0.0460869688432,1
52,CBC,turtle,0.0744671411956,1
52,CBC,back,0.00806075149917,2
52,CBC,backpack,0.00847633190472,2
52,CBC,ball,0.00766297783729,2
52,CBC,banana,0.00827994833261,2
52,CBC,basket,0.0161709046435,2
52,CBC,battery,0.00530406153676,2
52,CBC,bean,0.00680609841249,2
52,CBC,bear,0.00980997440576,2
52,CBC,beer,0.00980819387952,2
52,CBC,bird,0.0134432097351,2
52,CBC,bone,0.0165973739583,2
52,CBC,bowl,0.0135893606106,2
52,CBC,box,0.00907915355237,2
52,CBC,boy,0.0217463636258,2
52,CBC,bubble,0.0079144760211,2
52,CBC,bus,,2
52,CBC,cake,0.0825146572399,2
52,CBC,camera,0.0666627274624,2
52,CBC,can,0.0965145333255,2
52,CBC,candy,0.0578545909992,2
52,CBC,carpet,0.040364118041,2
52,CBC,carrot,0.0601399185599,2
52,CBC,computer,0.0392942507122,2
52,CBC,deer,0.0192937018641,2
52,CBC,desk,0.015070728642,2
52,CBC,door,0.0174860228553,2
52,CBC,duck,0.0184139207738,2
52,CBC,garden,0.02899271771,2
52,CBC,ghost,0.0109543784813,2
52,CBC,girl,0.0207403470981,2
52,CBC,pants,0.0562275754248,2
52,CBC,peach,0.0648888498675,2
52,CBC,peanut,0.0708659354532,2
52,CBC,pear,0.108880170742,2
52,CBC,pen,0.0968614066196,2
52,CBC,pencil,0.054284235446,2
52,CBC,piano,0.128222361426,2
52,CBC,pineapple,0.0778321692884,2
52,CBC,tail,0.0889555794085,2
52,CBC,tofu,0.0272211973119,2
52,CBC,tomato,0.0766705071381,2
52,CBC,tongue,0.0925780780951,2
52,CBC,turkey,0.037064814725,2
