Subject,Group,Item,Vot Score,Block,Category,Cond_race,Cond_acce,Extra,Word Duration
161,ESL,baby,0.0111700619864,1,3,,,,
161,ESL,back,0.00904859277831,1,1,,,,
161,ESL,backpack,0.00843327281262,1,1,,,,
161,ESL,bag,0.0427960585824,1,1,,,,
161,ESL,ball,0.00880917927913,1,3,,,,
161,ESL,basket,0.00978689796574,1,3,,,,
161,ESL,battery,0.00876473367313,1,1,,,,
161,ESL,bean,0.11003064021,1,1,,,,
161,ESL,bear,0.0117197010258,1,3,,,,
161,ESL,beer,0.0102504419407,1,1,,,,
161,ESL,bird,0.00530155907388,1,3,,,,
161,ESL,bone,0.00890716149777,1,1,,,,
161,ESL,bottle,0.0117587863152,1,1,,,,
161,ESL,bowl,0.0700434250027,1,3,,,,
161,ESL,box,0.00875471683465,1,3,,,,
161,ESL,boy,0.0108271214868,1,3,,,,
161,ESL,bubble,0.0105603992584,1,1,,,,
161,ESL,bus,0.00617471804611,1,1,,,,
161,ESL,cake,0.0870918938055,1,2,,,,
161,ESL,can,0.082927012967,1,2,,,,
161,ESL,candy,0.0978182870791,1,2,,,,
161,ESL,carrot,0.0640926842336,1,4,,,,
161,ESL,coffee,0.0336260972885,1,2,,,,
161,ESL,computer,0.0431242573492,1,2,,,,
161,ESL,cup,0.0424868623474,1,2,,,,
161,ESL,deer,0.100792107326,1,3,,,,
161,ESL,desk,0.00951231389819,1,3,,,,
161,ESL,dinosaur,0.0220370446235,1,1,,,,
161,ESL,dog,0.0155482021605,1,1,,,,
161,ESL,door,0.00789562562823,1,3,,,,
161,ESL,garden,0.0248895414913,1,3,,,,
161,ESL,ghost,0.0402109199288,1,1,,,,
161,ESL,girl,0.0286958208239,1,3,,,,
161,ESL,paint,0.0301465100976,1,4,,,,
161,ESL,panda,0.0352651636555,1,4,,,,
161,ESL,pants,0.0318299773461,1,2,,,,
161,ESL,peach,0.040396829357,1,2,,,,
161,ESL,peanut,0.0491404000037,1,4,,,,
161,ESL,pear,0.0876899581444,1,4,,,,
161,ESL,pencil,0.0349440355988,1,4,,,,
161,ESL,pepper,0.0333059878968,1,4,,,,
161,ESL,piano,0.0749286377597,1,2,,,,
161,ESL,pineapple,0.0330162852157,1,2,,,,
161,ESL,tail,0.0559251877054,1,4,,,,
161,ESL,tofu,0.0395787875475,1,2,,,,
161,ESL,tomato,0.0696834928391,1,4,,,,
161,ESL,tongue,0.050032569314,1,4,,,,
161,ESL,turtle,0.0672598740164,1,4,,,,
161,ESL,back,0.00947350860888,2,1,,,,
161,ESL,backpack,0.00487859889988,2,1,,,,
161,ESL,bag,0.00728973356662,2,1,,,,
161,ESL,ball,0.00851443209021,2,3,,,,
161,ESL,banana,0.01194526858,2,3,,,,
161,ESL,basket,0.0108065932505,2,3,,,,
161,ESL,battery,0.00407937287053,2,1,,,,
161,ESL,bean,0.0117418191512,2,1,,,,
161,ESL,bear,0.0105458619383,2,3,,,,
161,ESL,beer,0.0099358132278,2,1,,,,
161,ESL,belly,0.00541449818877,2,1,,,,
161,ESL,bird,0.00756186071022,2,3,,,,
161,ESL,bone,0.00881011415908,2,1,,,,
161,ESL,bottle,0.0110434279478,2,1,,,,
161,ESL,bowl,0.00754342900826,2,3,,,,
161,ESL,box,0.00892043850346,2,3,,,,
161,ESL,boy,0.0116003433597,2,3,,,,
161,ESL,bubble,0.00991028066619,2,1,,,,
161,ESL,bus,0.00710056273128,2,1,,,,
161,ESL,cake,0.0793662789753,2,2,,,,
161,ESL,camera,0.0473601890916,2,4,,,,
161,ESL,can,0.0839506174353,2,2,,,,
161,ESL,candy,0.0504045054059,2,2,,,,
161,ESL,carrot,0.0574896434733,2,4,,,,
161,ESL,coffee,0.0477685049034,2,2,,,,
161,ESL,cup,0.0451125108519,2,2,,,,
161,ESL,deer,0.0120667604467,2,3,,,,
161,ESL,desk,0.0102892395728,2,3,,,,
161,ESL,dinosaur,0.0167095969936,2,1,,,,
161,ESL,dog,0.0069163515517,2,1,,,,
161,ESL,door,0.00770884621073,2,3,,,,
161,ESL,ghost,0.0133515309688,2,1,,,,
161,ESL,girl,0.034035836183,2,3,,,,
161,ESL,gum,0.0295809100447,2,1,,,,
161,ESL,paint,0.0461013425395,2,4,,,,
161,ESL,panda,0.0442540676942,2,4,,,,
161,ESL,pants,0.0326726342669,2,2,,,,
161,ESL,peach,0.0311413664811,2,2,,,,
161,ESL,peanut,0.0513608850763,2,4,,,,
161,ESL,pear,0.0496997122167,2,4,,,,
161,ESL,pen,0.0432958995114,2,2,,,,
161,ESL,pencil,0.0357096843606,2,4,,,,
161,ESL,pepper,0.0344627168008,2,4,,,,
161,ESL,piano,0.0741468159271,2,2,,,,
161,ESL,pineapple,0.036771651037,2,2,,,,
161,ESL,tail,0.0580521812167,2,4,,,,
161,ESL,tofu,0.0476386927958,2,2,,,,
161,ESL,tomato,0.037799043246,2,4,,,,
161,ESL,tongue,0.0496877667799,2,4,,,,
161,ESL,tooth,0.0653056119492,2,4,,,,
161,ESL,turkey,0.0973658048156,2,4,,,,
161,ESL,turtle,0.0654966460383,2,4,,,,
